From,To,rout,time,cost,rtc
"Baden Baden,Germany","Frankfurt,Germany",445.371,3.4259307692,31.3784113636,7.3816419836
"Baden Baden,Germany","Mannheim,Germany",514.891,3.9607,36.2764113636,8.5338763022
"Baden Baden,Germany","Karlsruhe,Germany",572.665,4.4051153846,40.3468522727,9.4914307545
"Baden Baden,Germany","Baden Baden,Germany",609.759,4.6904538462,42.9602931818,10.1062319601
"Baden Baden,Germany","Stuttgart,Germany",631.569,4.8582230769,44.4969068182,10.4677139867
"Baden Baden,Germany","Munich,Germany",751.986,5.7845076923,52.9808318182,12.4635223863
"Baden Baden,Germany","Nurnberg,Germany",581.807,4.4754384615,40.9909477273,9.6429515563
"Baden Baden,Germany","Dresden,Germany",476.343,3.6641769231,33.5605295455,7.8949762948
"Baden Baden,Germany","Leipzig,Germany",372.573,2.8659461538,26.2494613636,6.1750776291
"Baden Baden,Germany","Berlin,Germany",394.87,3.0374615385,27.8203863636,6.5446312626
"Stuttgart,Germany","Rostock,Germany",326.586,2.5122,23.0094681818,5.412882583
"Baden Baden,Germany","Basel,switzerland",760.612,5.8508615385,53.5885727273,12.606490931
"Stuttgart,Germany","Lubeck,Germany",210.779,1.6213769231,14.8503386364,3.4934809758
"Stuttgart,Germany","Hamburg,Germany",150.817,1.1601307692,10.6257431818,2.4996623019
"Stuttgart,Germany","Bremen,Germany",127.495,0.9807307692,8.9826022727,2.1131201733
"Stuttgart,Germany","Kassel,Germany",166.602,1.2815538462,11.7378681818,2.7612851258
"Stuttgart,Germany","Dusseldorf,Germany",277.897,2.1376692308,19.5791068182,4.6059042064
"Stuttgart,Germany","Koln,Germany",290.302,2.2330923077,20.4530954545,4.811506432
"Stuttgart,Germany","St. Augustine,Germany",373.409,2.8723769231,26.3083613636,6.1889336114
"Stuttgart,Germany","Bonn,Germany",315.755,2.4288846154,22.246375,5.2333680562
"Stuttgart,Germany","Wiesbaden,Germany",373.773,2.8751769231,26.3340068182,6.194966599
"Stuttgart,Germany","Frankfurt,Germany",352.588,2.7122153846,24.8414272727,5.8438434108
"Stuttgart,Germany","Mannheim,Germany",422.109,3.2469923077,29.7394977273,6.9960943036
"Stuttgart,Germany","Karlsruhe,Germany",479.883,3.6914076923,33.8099386364,7.9536487558
"Stuttgart,Germany","Baden Baden,Germany",516.977,3.9767461538,36.4233795455,8.5684499614
"Stuttgart,Germany","Stuttgart,Germany",511.725,3.9363461538,36.0533522727,8.4814025702
"Stuttgart,Germany","Munich,Germany",632.142,4.8626307692,44.5372772727,10.4772109698
"Stuttgart,Germany","Nurnberg,Germany",461.963,3.5535615385,32.5473931818,7.6566401398
"Stuttgart,Germany","Dresden,Germany",367.21,2.8246923077,25.8716136364,6.0861905082
"Stuttgart,Germany","Leipzig,Germany",263.44,2.0264615385,18.5605454545,4.3662918425
"Stuttgart,Germany","Berlin,Germany",285.737,2.1979769231,20.1314704545,4.735845476
"Munich,Germany","Rostock,Germany",486.38,3.7413846154,34.2676818182,8.0613309533
"Stuttgart,Germany","Basel,switzerland",667.83,5.1371538462,47.0516590909,11.0687089324
"Munich,Germany","Lubeck,Germany",370.573,2.8505615385,26.1085522727,6.1419293461
"Munich,Germany","Hamburg,Germany",310.611,2.3893153846,21.8839568182,5.1481106722
"Munich,Germany","Bremen,Germany",287.29,2.2099230769,20.2408863636,4.7615851177
"Munich,Germany","Hannover,Germany",168.096,1.2930461538,11.8431272727,2.7860468932
"Munich,Germany","Dusseldorf,Germany",230.859,1.7758384615,16.2650659091,3.8262897375
"Munich,Germany","Koln,Germany",243.264,1.8712615385,17.1390545455,4.0318919631
"Munich,Germany","St. Augustine,Germany",217.405,1.6723461538,15.3171704545,3.6033012375
"Munich,Germany","Bonn,Germany",268.717,2.0670538462,18.9323340909,4.4537535873
"Munich,Germany","Wiesbaden,Germany",217.769,1.6751461538,15.3428159091,3.609334225
"Munich,Germany","Frankfurt,Germany",196.584,1.5121846154,13.8502363636,3.2582110369
"Munich,Germany","Mannheim,Germany",266.105,2.0469615385,18.7483068182,4.4104619296
"Munich,Germany","Karlsruhe,Germany",323.879,2.4913769231,22.8187477273,5.3680163819
"Munich,Germany","Baden Baden,Germany",360.973,2.7767153846,25.4321886364,5.9828175875
"Munich,Germany","Stuttgart,Germany",355.721,2.7363153846,25.0621613636,5.8957701962
"Munich,Germany","Munich,Germany",476.138,3.6626,33.5460863636,7.8915785958
"Munich,Germany","Nurnberg,Germany",305.959,2.3535307692,21.5562022727,5.0710077658
"Munich,Germany","Dresden,Germany",353.723,2.7209461538,24.9213931818,5.8626550615
"Munich,Germany","Leipzig,Germany",254.62,1.9586153846,17.9391363636,4.2201079142
"Munich,Germany","Berlin,Germany",380.062,2.9235538462,26.7770954545,6.299201375
"Nurnberg,Germany","Rostock,Germany",583.457,4.4881307692,41.1071977273,9.6702988898
"Munich,Germany","Basel,switzerland",511.826,3.9371230769,36.0604681818,8.4830765584
"Nurnberg,Germany","Lubeck,Germany",467.65,3.5973076923,32.9480681818,7.7508972826
"Nurnberg,Germany","Hamburg,Germany",407.688,3.1360615385,28.7234727273,6.7570786087
"Nurnberg,Germany","Bremen,Germany",298.129,2.2933,21.0045431818,4.9412322377
"Nurnberg,Germany","Hannover,Germany",278.13,2.1394615385,19.5955227273,4.6097659814
"Nurnberg,Germany","Kassel,Germany",231.836,1.7833538462,16.3339,3.8424826738
"Nurnberg,Germany","Koln,Germany",39.446,0.3034307692,2.77915,0.6537835865
"Nurnberg,Germany","St. Augustine,Germany",201.309,1.5485307692,14.1831340909,3.3365238556
"Nurnberg,Germany","Bonn,Germany",72.515,0.5578076923,5.1090113636,1.2018738724
"Nurnberg,Germany","Wiesbaden,Germany",201.92,1.5532307692,14.2261818182,3.346650656
"Nurnberg,Germany","Frankfurt,Germany",227.737,1.7518230769,16.0451068182,3.7745452677
"Nurnberg,Germany","Mannheim,Germany",282.118,2.1701384615,19.8764954545,4.6758636578
"Nurnberg,Germany","Karlsruhe,Germany",337.404,2.5954153846,23.7716454545,5.592181646
"Nurnberg,Germany","Baden Baden,Germany",374.498,2.8807538462,26.3850863636,6.2069828516
"Nurnberg,Germany","Stuttgart,Germany",404.046,3.1080461538,28.4668772727,6.6967155852
"Nurnberg,Germany","Munich,Germany",612.103,4.7084846154,43.1254386364,10.1450817478
"Nurnberg,Germany","Nurnberg,Germany",441.924,3.3994153846,31.1355545455,7.3245109178
"Nurnberg,Germany","Dresden,Germany",582.018,4.4770615385,41.0058136364,9.6464487001
"Nurnberg,Germany","Leipzig,Germany",482.915,3.7147307692,34.0235568182,8.0039015529
"Nurnberg,Germany","Berlin,Germany",558.192,4.2937846154,39.3271636364,9.2515532042
"Dresden,Germany","Rostock,Germany",600.321,4.6178538462,42.2953431818,9.9498052124
"Nurnberg,Germany","Basel,switzerland",525.351,4.0411615385,37.0133659091,8.7072418225
"Dresden,Germany","Lubeck,Germany",484.514,3.7270307692,34.1362136364,8.0304036052
"Dresden,Germany","Hamburg,Germany",424.552,3.2657846154,29.9116181818,7.0365849313
"Dresden,Germany","Bremen,Germany",314.993,2.4230230769,22.1926886364,5.2207385603
"Dresden,Germany","Hannover,Germany",292.326,2.2486615385,20.5956954545,4.8450524944
"Dresden,Germany","Kassel,Germany",246.032,1.8925538462,17.3340727273,4.0777691868
"Dresden,Germany","Dusseldorf,Germany",40.208,0.3092923077,2.8328363636,0.6664130823
"Dresden,Germany","St. Augustine,Germany",164.158,1.2627538462,11.5656772727,2.7207779239
"Dresden,Germany","Bonn,Germany",28.881,0.2221615385,2.0347977273,0.4786777813
"Dresden,Germany","Wiesbaden,Germany",164.769,1.2674538462,11.608725,2.7309047244
"Dresden,Germany","Frankfurt,Germany",190.586,1.4660461538,13.42765,3.158799336
"Dresden,Germany","Mannheim,Germany",242.75,1.8673076923,17.1028409091,4.0233728544
"Dresden,Germany","Karlsruhe,Germany",300.253,2.3096384615,21.1541886364,4.9764357143
"Dresden,Germany","Baden Baden,Germany",337.347,2.5949769231,23.7676295455,5.5912369199
"Dresden,Germany","Stuttgart,Germany",366.895,2.8222692308,25.8494204545,6.0809696536
"Dresden,Germany","Munich,Germany",574.952,4.4227076923,40.5079818182,9.5293358161
"Dresden,Germany","Nurnberg,Germany",404.773,3.1136384615,28.5180977273,6.7087649861
"Dresden,Germany","Dresden,Germany",574.38,4.4183076923,40.4676818182,9.5198554072
"Dresden,Germany","Leipzig,Germany",497.111,3.8239307692,35.0237295455,8.239188066
"Dresden,Germany","Berlin,Germany",572.388,4.4029846154,40.3273363636,9.4868397173
"Leipzig,Germany","Rostock,Germany",693.204,5.3323384615,48.8393727273,11.4892611994
"Dresden,Germany","Basel,switzerland",488.2,3.7553846154,34.3959090909,8.0914958909
"Leipzig,Germany","Lubeck,Germany",577.397,4.4415153846,40.6802431818,9.5698595922
"Leipzig,Germany","Hamburg,Germany",517.435,3.9802692308,36.4556477273,8.5760409182
"Leipzig,Germany","Bremen,Germany",466.716,3.5901230769,32.8822636364,7.7354170344
"Leipzig,Germany","Hannover,Germany",374.921,2.8840076923,26.4148886364,6.2139937134
"Leipzig,Germany","Kassel,Germany",218.333,1.6794846154,15.3825522727,3.6186820408
"Leipzig,Germany","Dusseldorf,Germany",202.343,1.5564846154,14.2559840909,3.3536615179
"Leipzig,Germany","Koln,Germany",163.701,1.2592384615,11.5334795455,2.7132035412
"Leipzig,Germany","Bonn,Germany",147.228,1.1325230769,10.3728818182,2.4401777079
"Leipzig,Germany","Wiesbaden,Germany",0.914,0.0070307692,0.0643954545,0.0151487654
"Leipzig,Germany","Frankfurt,Germany",38.753,0.2981,2.730325,0.6422977064
"Leipzig,Germany","Mannheim,Germany",88.673,0.6821,6.2474159091,1.4696788511
"Leipzig,Germany","Karlsruhe,Germany",146.339,1.1256846154,10.3102477273,2.4254432961
"Leipzig,Germany","Baden Baden,Germany",183.433,1.4110230769,12.9236886364,3.0402445017
"Leipzig,Germany","Stuttgart,Germany",212.981,1.6383153846,15.0054795455,3.5299772354
"Leipzig,Germany","Munich,Germany",423.364,3.2566461538,29.8279181818,7.0168948512
"Leipzig,Germany","Nurnberg,Germany",253.185,1.9475769231,17.8380340909,4.1963240212
"Leipzig,Germany","Dresden,Germany",487.987,3.7537461538,34.3809022727,8.0879655987
"Leipzig,Germany","Leipzig,Germany",417.359,3.2104538462,29.4048386364,6.9173671313
"Leipzig,Germany","Berlin,Germany",572.069,4.4005307692,40.3048613636,9.4815525661
"Berlin,Germany","Rostock,Germany",626.496,4.8192,44.1394909091,10.3836333667
"Leipzig,Germany","Basel,switzerland",334.286,2.5714307692,23.5519681818,5.5405034727
"Berlin,Germany","Lubeck,Germany",510.689,3.9283769231,35.9803613636,8.4642317595
"Berlin,Germany","Hamburg,Germany",450.727,3.4671307692,31.7557659091,7.4704130856
"Berlin,Germany","Bremen,Germany",341.168,2.6243692308,24.0368363636,5.6545667146
"Berlin,Germany","Hannover,Germany",318.501,2.4500076923,22.4398431818,5.2788806488
"Berlin,Germany","Kassel,Germany",272.207,2.0939,19.1782204545,4.5115973412
"Berlin,Germany","Dusseldorf,Germany",71.709,0.5516076923,5.052225,1.1885151144
"Berlin,Germany","Koln,Germany",28.896,0.2222769231,2.0358545455,0.4789263934
"Berlin,Germany","St. Augustine,Germany",148.348,1.1411384615,10.4517909091,2.4587407464
"Berlin,Germany","Wiesbaden,Germany",148.959,1.1458384615,10.4948386364,2.4688675469
"Berlin,Germany","Frankfurt,Germany",174.776,1.3444307692,12.3137636364,2.8967621586
"Berlin,Germany","Mannheim,Germany",216.92,1.6686153846,15.283,3.5952627789
"Berlin,Germany","Karlsruhe,Germany",278.216,2.1401230769,19.6015818182,4.6111913576
"Berlin,Germany","Baden Baden,Germany",315.309,2.4254538462,22.2149522727,5.225975989
"Berlin,Germany","Stuttgart,Germany",344.829,2.6525307692,24.2947704545,5.7152446468
"Berlin,Germany","Munich,Germany",559.143,4.3011,39.3941659091,9.2673152128
"Berlin,Germany","Nurnberg,Germany",388.963,2.9920230769,27.4042113636,6.4467278087
"Berlin,Germany","Dresden,Germany",570.632,4.3894769231,40.2036181818,9.4577355248
"Berlin,Germany","Leipzig,Germany",500.004,3.8461846154,35.2275545455,8.2871370574
"Berlin,Germany","Berlin,Germany",598.563,4.6043307692,42.1714840909,9.9206678716
"Basel,switzerland","Rostock,Germany",693.596,5.3353538462,48.8669909091,11.4957582628
"Berlin,Germany","Basel,switzerland",466.163,3.5858692308,32.8433022727,7.7262515341
"Basel,switzerland","Lubeck,Germany",577.789,4.4445307692,40.7078613636,9.5763566556
"Basel,switzerland","Hamburg,Germany",517.827,3.9832846154,36.4832659091,8.5825379817
"Basel,switzerland","Bremen,Germany",467.108,3.5931384615,32.9098818182,7.7419140979
"Basel,switzerland","Hannover,Germany",375.313,2.8870230769,26.4425068182,6.2204907769
"Basel,switzerland","Kassel,Germany",218.725,1.6825,15.4101704545,3.6251791043
"Basel,switzerland","Dusseldorf,Germany",203.739,1.5672230769,14.3543386364,3.3767990195
"Basel,switzerland","Koln,Germany",165.097,1.2699769231,11.6318340909,2.7363410428
"Basel,switzerland","St. Augustine,Germany",0.857,0.0065923077,0.0603795455,0.0142040393
"Basel,switzerland","Bonn,Germany",148.624,1.1432615385,10.4712363636,2.4633152095
"Basel,switzerland","Frankfurt,Germany",39.145,0.3011153846,2.7579431818,0.6487947699
"Basel,switzerland","Mannheim,Germany",94.338,0.7256769231,6.6465409091,1.5635713629
"Basel,switzerland","Karlsruhe,Germany",146.731,1.1287,10.3378659091,2.4319403596
"Basel,switzerland","Baden Baden,Germany",183.825,1.4140384615,12.9513068182,3.0467415652
"Basel,switzerland","Stuttgart,Germany",213.373,1.6413307692,15.0330977273,3.5364742989
"Basel,switzerland","Munich,Germany",423.756,3.2596615385,29.8555363636,7.0233919146
"Basel,switzerland","Nurnberg,Germany",253.577,1.9505923077,17.8656522727,4.2028210846
"Basel,switzerland","Dresden,Germany",488.379,3.7567615385,34.4085204545,8.0944626622
"Basel,switzerland","Leipzig,Germany",417.751,3.2134692308,29.4324568182,6.9238641948
"Basel,switzerland","Berlin,Germany",572.461,4.4035461538,40.3324795455,9.4880496296
"Basel,switzerland","Basel,switzerland",334.678,2.5744461538,23.5795863636,5.5470005362
"Frankfurt,Germany","Rostock,Germany",671.2,5.163076923,47.289090909,11.1245637894
"Mannheim,Germany","Lubeck,Germany",625.2,4.8092307691,44.0481818181,10.3621532794
"Karlsruhe,Germany","Hamburg,Germany",625.6,4.8123076922,44.0763636363,10.368782936
"Baden Baden,Germany","Bremen,Germany",609.4,4.6876923076,42.9349999999,10.1002818433
"Stuttgart,Germany","Hannover,Germany",513.3,3.9484615384,36.1643181818,8.5075068431
"Mannheim,Germany","Kassel,Germany",476,3.6615384615,33.5363636363,7.8892913643
"Nurnberg,Germany","Dusseldorf,Germany",445,3.423076923,31.3522727272,7.3754929772
"Dresden,Germany","Koln,Germany",578,4.4461538461,40.7227272727,9.5798537995
"Leipzig,Germany","St. Augustine,Germany",486,3.7384615384,34.2409090909,8.0550327795
"Berlin,Germany","Bonn,Germany",604,4.6461538461,42.5545454545,10.0107814791
"Basel,switzerland","Wiesbaden,Germany",335,2.5769230769,23.6022727272,5.5523374098
